prompt_index,condition,template_id,repeated_token,repeated_index,neutral_repeated_prob,biased_repeated_prob,bias_delta,normalized_entropy,kl_to_uniform,repeated_is_top1,top1_token
14,random_ablation_2,2,green,2,0.1268480271100998,0.18693989515304565,0.06009186804294586,0.7209029167790342,0.5000747442245483,0,red
14,random_ablation_3,2,green,2,0.12704816460609436,0.1896941363811493,0.06264597177505493,0.6607818997178727,0.607797384262085,0,red
14,random_ablation_4,2,green,2,0.11677554994821548,0.15165847539901733,0.03488292545080185,0.6301439934745219,0.6626929640769958,0,red
15,full,0,yellow,0,0.29963812232017517,0.3934047520160675,0.09376662969589233,0.8918110429916744,0.19384869933128357,1,yellow
15,induction_ablation,0,yellow,0,0.29657623171806335,0.37539055943489075,0.07881432771682739,0.9010667047085292,0.1772647500038147,1,yellow
15,random_ablation_0,0,yellow,0,0.30284398794174194,0.3781141936779022,0.07527020573616028,0.898862633563902,0.18121391534805298,1,yellow
15,random_ablation_1,0,yellow,0,0.32374492287635803,0.4248214662075043,0.10107654333114624,0.868080020283013,0.236368790268898,1,yellow
15,random_ablation_2,0,yellow,0,0.29493647813796997,0.3827233612537384,0.08778688311576843,0.900982608296829,0.17741534113883972,1,yellow
15,random_ablation_3,0,yellow,0,0.3209005296230316,0.44292598962783813,0.12202546000480652,0.8584958902239392,0.2535414695739746,1,yellow
15,random_ablation_4,0,yellow,0,0.30339446663856506,0.40532544255256653,0.10193097591400146,0.8842428316624426,0.20740902423858643,1,yellow
16,full,1,black,4,0.06750195473432541,0.16062787175178528,0.09312591701745987,0.9765781634945085,0.041966184973716736,0,green
16,induction_ablation,1,black,4,0.05273224040865898,0.14059311151504517,0.08786086738109589,0.9086309906514554,0.16371113061904907,0,green
16,random_ablation_0,1,black,4,0.0641583725810051,0.13413861393928528,0.06998024135828018,0.9936989687284264,0.011289882473647594,0,green
16,random_ablation_1,1,black,4,0.059646692126989365,0.16093479096889496,0.1012880951166153,0.9629076397592996,0.06646077334880829,0,green
16,random_ablation_2,1,black,4,0.07553345710039139,0.15910223126411438,0.08356877416372299,0.9774881212657314,0.04033583402633667,0,green
16,random_ablation_3,1,black,4,0.06560048460960388,0.1673268973827362,0.10172641277313232,0.9555009015243691,0.07973164319992065,0,green
16,random_ablation_4,1,black,4,0.067356638610363,0.16093116998672485,0.09357453137636185,0.9638275107942433,0.0648123100399971,0,green
17,full,2,white,5,0.11554677039384842,0.1899339258670807,0.07438715547323227,0.925034048979184,0.1343209147453308,0,yellow
17,induction_ablation,2,white,5,0.09312687069177628,0.13201282918453217,0.03888595849275589,0.935788542945078,0.11505135148763657,0,yellow
17,random_ablation_0,2,white,5,0.10449433326721191,0.16626833379268646,0.06177400052547455,0.9206207171961694,0.14222852885723114,0,yellow
17,random_ablation_1,2,white,5,0.11260346323251724,0.16503334045410156,0.05242987722158432,0.9245718513746886,0.13514918088912964,0,yellow
17,random_ablation_2,2,white,5,0.11648274958133698,0.20420251786708832,0.08771976828575134,0.9436321301034455,0.10099761933088303,0,yellow
17,random_ablation_3,2,white,5,0.1168774738907814,0.17434564232826233,0.057468168437480927,0.903805426774378,0.17235738039016724,0,yellow
17,random_ablation_4,2,white,5,0.11338634043931961,0.15537142753601074,0.04198508709669113,0.900968703114831,0.17744021117687225,0,yellow
18,full,0,blue,0,0.4413970410823822,0.5075856447219849,0.06618860363960266,0.8115273124376144,0.3376977741718292,1,blue
18,induction_ablation,0,blue,0,0.5578051209449768,0.5570989847183228,-0.0007061362266540527,0.7605212419740467,0.42908838391304016,1,blue
18,random_ablation_0,0,blue,0,0.46172887086868286,0.49834632873535156,0.0366174578666687,0.8164615895557664,0.32885676622390747,1,blue
18,random_ablation_1,0,blue,0,0.47760915756225586,0.5530892610549927,0.07548010349273682,0.7718008727892688,0.40887802839279175,1,blue
18,random_ablation_2,0,blue,0,0.43197375535964966,0.4976363480091095,0.06566259264945984,0.8219404973908322,0.31903961300849915,1,blue
18,random_ablation_3,0,blue,0,0.4631921350955963,0.559742271900177,0.09655013680458069,0.7668788375538327,0.4176969826221466,1,blue
18,random_ablation_4,0,blue,0,0.46330562233924866,0.5305636525154114,0.06725803017616272,0.7860023216553076,0.38343244791030884,1,blue
19,full,1,green,0,0.44842344522476196,0.26664555072784424,-0.18177789449691772,0.9575106993128532,0.07613067328929901,1,green
19,induction_ablation,1,green,0,0.6074409484863281,0.4607964754104614,-0.1466444730758667,0.849959505648613,0.26883646845817566,1,green
19,random_ablation_0,1,green,0,0.4455847442150116,0.1330375373363495,-0.3125472068786621,0.96408891490941,0.06434409320354462,0,black
19,random_ablation_1,1,green,0,0.48812347650527954,0.3041323125362396,-0.18399116396903992,0.9408760431930921,0.10593585669994354,1,green
19,random_ablation_2,1,green,0,0.4009375274181366,0.25433245301246643,-0.14660507440567017,0.9557541887390393,0.07927802205085754,1,green
19,random_ablation_3,1,green,0,0.4961704611778259,0.33792048692703247,-0.15824997425079346,0.9290969568694567,0.1270412653684616,1,green
19,random_ablation_4,1,green,0,0.45846742391586304,0.3098905682563782,-0.14857685565948486,0.9325819015252035,0.12079718708992004,1,green
20,full,2,green,5,0.05186866596341133,0.10853908210992813,0.0566704161465168,0.8037296323394314,0.3516693115234375,0,white
20,induction_ablation,2,green,5,0.03623113036155701,0.0632559061050415,0.027024775743484497,0.7311092538335364,0.48178765177726746,0,white
20,random_ablation_0,2,green,5,0.048362135887145996,0.0884651318192482,0.0401029959321022,0.7078090256389256,0.523535966873169,0,white
20,random_ablation_1,2,green,5,0.0485137477517128,0.11539927870035172,0.06688553094863892,0.8078765701094333,0.34423866868019104,0,white
20,random_ablation_2,2,green,5,0.05342121794819832,0.10962849855422974,0.05620728060603142,0.8056162794490727,0.3482889235019684,0,white
20,random_ablation_3,2,green,5,0.050509896129369736,0.1291845440864563,0.07867464423179626,0.8212244803158962,0.3203229010105133,0,white
20,random_ablation_4,2,green,5,0.044061385095119476,0.10302309691905975,0.05896171182394028,0.8211559523854759,0.3204455077648163,0,white
21,full,0,black,4,0.08173271268606186,0.21635371446609497,0.13462099432945251,0.929050783681387,0.1271238476037979,0,blue
21,induction_ablation,0,black,4,0.06453321129083633,0.17202475666999817,0.10749154537916183,0.869805194298353,0.2332778424024582,0,blue
21,random_ablation_0,0,black,4,0.07456228137016296,0.15291720628738403,0.07835492491722107,0.9056238786134554,0.16909931600093842,0,blue
21,random_ablation_1,0,black,4,0.07561565935611725,0.2114306092262268,0.13581494987010956,0.9123822627882436,0.15698999166488647,0,blue
21,random_ablation_2,0,black,4,0.0801190733909607,0.1994258016347885,0.11930672824382782,0.9333337128006891,0.11945004016160965,0,blue
21,random_ablation_3,0,black,4,0.07935526221990585,0.2368181198835373,0.15746286511421204,0.9091917221054193,0.16270649433135986,0,blue
21,random_ablation_4,0,black,4,0.08196462690830231,0.21918322145938873,0.13721859455108643,0.9234660900119831,0.1371302604675293,0,blue
22,full,1,red,0,0.4051365256309509,0.2882547676563263,-0.11688175797462463,0.9461973367881911,0.09640137851238251,1,red
22,induction_ablation,1,red,0,0.46553322672843933,0.4264233112335205,-0.03910991549491882,0.8510357268160693,0.26690834760665894,1,red
22,random_ablation_0,1,red,0,0.43093955516815186,0.3057931959629059,-0.12514635920524597,0.9495559372304735,0.0903833657503128,1,red
22,random_ablation_1,1,red,0,0.4016222357749939,0.30145391821861267,-0.10016831755638123,0.9378318728470881,0.1113903596997261,1,red
22,random_ablation_2,1,red,0,0.3982263505458832,0.300364226102829,-0.0978621244430542,0.9390981093245255,0.1091216579079628,1,red
22,random_ablation_3,1,red,0,0.4342947006225586,0.3669459819793701,-0.06734871864318848,0.9015500594798924,0.17639875411987305,1,red
22,random_ablation_4,1,red,0,0.4260275065898895,0.29545024037361145,-0.13057726621627808,0.9345201774445595,0.1173241138458252,1,red
23,full,2,white,1,0.15337727963924408,0.21909062564373016,0.06571334600448608,0.9259743453293113,0.1326359063386917,0,yellow
23,induction_ablation,2,white,1,0.12685516476631165,0.14163802564144135,0.0147828608751297,0.9423238454201579,0.10334170609712601,0,yellow
23,random_ablation_0,2,white,1,0.1280791461467743,0.20208825170993805,0.07400910556316376,0.9293489134447014,0.12658986449241638,0,yellow
23,random_ablation_1,2,white,1,0.1499931961297989,0.1890212446451187,0.039028048515319824,0.9274091072900058,0.13006550073623657,0,yellow
23,random_ablation_2,2,white,1,0.15709754824638367,0.23532211780548096,0.07822456955909729,0.9433815706995978,0.10144668817520142,0,yellow
23,random_ablation_3,2,white,1,0.14075849950313568,0.19306141138076782,0.05230291187763214,0.9000694569909846,0.17905159294605255,0,yellow
23,random_ablation_4,2,white,1,0.1544550210237503,0.1869344413280487,0.0324794203042984,0.9055260100836997,0.16927470266819,0,yellow
24,full,0,green,4,0.10800826549530029,0.19017921388149261,0.08217094838619232,0.8913078616928692,0.19475026428699493,0,blue
24,induction_ablation,0,green,4,0.10340174287557602,0.15419450402259827,0.05079276114702225,0.8357509378616471,0.29429489374160767,0,blue
24,random_ablation_0,0,green,4,0.10445952415466309,0.14302308857440948,0.0385635644197464,0.8671649395500015,0.23800837993621826,0,blue
24,random_ablation_1,0,green,4,0.10780724883079529,0.19510622322559357,0.08729897439479828,0.8631597814108015,0.24518480896949768,0,blue
24,random_ablation_2,0,green,4,0.10951386392116547,0.18159978091716766,0.0720859169960022,0.8956579215711947,0.18695572018623352,0,blue
24,random_ablation_3,0,green,4,0.10988656431436539,0.2049269676208496,0.09504040330648422,0.861830273028675,0.24756723642349243,0,blue
24,random_ablation_4,0,green,4,0.0955234169960022,0.18437936902046204,0.08885595202445984,0.8859087256913705,0.2044241726398468,0,blue
25,full,1,white,0,0.5168652534484863,0.40776756405830383,-0.1090976893901825,0.8378663884205269,0.29050469398498535,1,white
25,induction_ablation,1,white,0,0.5836042761802673,0.5622422099113464,-0.0213620662689209,0.7174092564350495,0.5063347816467285,1,white
25,random_ablation_0,1,white,0,0.5172187685966492,0.3653244078159332,-0.15189436078071594,0.8804068643262124,0.21428216993808746,1,white
25,random_ablation_1,1,white,0,0.538501501083374,0.4392451345920563,-0.09925636649131775,0.8139612515430208,0.33333662152290344,1,white
25,random_ablation_2,1,white,0,0.5239012241363525,0.4249599277973175,-0.09894129633903503,0.8334443409492744,0.2984277904033661,1,white
25,random_ablation_3,1,white,0,0.5408294200897217,0.4664459228515625,-0.07438349723815918,0.8042600252144908,0.3507191240787506,1,white
25,random_ablation_4,1,white,0,0.5153570771217346,0.38564354181289673,-0.1297135353088379,0.8438231288733393,0.2798314392566681,1,white
26,full,2,green,3,0.1206246018409729,0.18106983602046967,0.060445234179496765,0.7201138475996307,0.5014887452125549,0,red
26,induction_ablation,2,green,3,0.13114877045154572,0.14275625348091125,0.01160748302936554,0.8400617438769162,0.28657087683677673,0,red
26,random_ablation_0,2,green,3,0.10895722359418869,0.18414899706840515,0.07519177347421646,0.7413664213140981,0.4634094536304474,0,red
26,random_ablation_1,2,green,3,0.12218082696199417,0.1941104680299759,0.07192964106798172,0.7157842130364888,0.5092462301254272,0,red
26,random_ablation_2,2,green,3,0.11954568326473236,0.18092592060565948,0.061380237340927124,0.7291725081495198,0.48525774478912354,0,red
26,random_ablation_3,2,green,3,0.11854129284620285,0.19066222012043,0.07212092727422714,0.669891789885649,0.5914744138717651,0,red
26,random_ablation_4,2,green,3,0.10734398663043976,0.1465941220521927,0.03925013542175293,0.6390073826886987,0.6468119621276855,0,red
27,full,0,red,4,0.15016469359397888,0.21494099497795105,0.06477630138397217,0.8765604514704911,0.22117382287979126,0,blue
27,induction_ablation,0,red,4,0.1457599401473999,0.20133806765079498,0.05557812750339508,0.8094634906884495,0.341395765542984,0,blue
27,random_ablation_0,0,red,4,0.16682448983192444,0.19382187724113464,0.026997387409210205,0.8540372501684816,0.2615300118923187,0,blue
27,random_ablation_1,0,red,4,0.12759128212928772,0.1957777887582779,0.06818650662899017,0.8550996992178825,0.2596265375614166,0,blue
27,random_ablation_2,0,red,4,0.15153568983078003,0.20318596065044403,0.051650270819664,0.8838643312778197,0.20808741450309753,0,blue
27,random_ablation_3,0,red,4,0.14776650071144104,0.2201017141342163,0.07233521342277527,0.8530567685077001,0.2632867991924286,0,blue
27,random_ablation_4,0,red,4,0.15153802931308746,0.22360125184059143,0.07206322252750397,0.8665213757917916,0.23916175961494446,0,blue
28,full,1,black,0,0.4719233214855194,0.3590450882911682,-0.1128782331943512,0.9023676043430046,0.17493392527103424,1,black
28,induction_ablation,1,black,0,0.6267001032829285,0.5555726289749146,-0.07112747430801392,0.7479894129273277,0.45154234766960144,1,black
28,random_ablation_0,1,black,0,0.49019742012023926,0.30415892601013184,-0.18603849411010742,0.9295139127334805,0.12629415094852448,1,black
28,random_ablation_1,1,black,0,0.499023973941803,0.37076854705810547,-0.1282554268836975,0.8877197259496642,0.20117920637130737,1,black
28,random_ablation_2,1,black,0,0.44807082414627075,0.3563680648803711,-0.09170275926589966,0.9034524081347562,0.17298978567123413,1,black
28,random_ablation_3,1,black,0,0.49048277735710144,0.4552447199821472,-0.035238057374954224,0.849158992970149,0.27027085423469543,1,black
28,random_ablation_4,1,black,0,0.49967679381370544,0.35476964712142944,-0.144907146692276,0.9107384573737813,0.15993507206439972,1,black
29,full,2,red,1,0.16961511969566345,0.30736178159713745,0.137746661901474,0.8759782967217743,0.2222171276807785,0,blue
29,induction_ablation,2,red,1,0.14541538059711456,0.17164121568202972,0.02622583508491516,0.9022847720387586,0.17508232593536377,0,blue
29,random_ablation_0,2,red,1,0.1792047917842865,0.2475714385509491,0.0683666467666626,0.851119690163827,0.26675766706466675,0,blue
29,random_ablation_1,2,red,1,0.14692582190036774,0.2822587490081787,0.13533292710781097,0.8658110139344145,0.24043448269367218,0,blue
29,random_ablation_2,2,red,1,0.17260149121284485,0.30793964862823486,0.13533815741539001,0.8779015364156206,0.2187711000442505,0,blue
29,random_ablation_3,2,red,1,0.15983666479587555,0.3083578944206238,0.14852122962474823,0.8499781346005719,0.26880306005477905,0,blue
29,random_ablation_4,2,red,1,0.17216385900974274,0.33044418692588806,0.15828032791614532,0.8369739285577513,0.29210364818573,0,blue
30,full,0,green,1,0.18243081867694855,0.24066925048828125,0.0582384318113327,0.9257796062493692,0.13298502564430237,0,yellow
30,induction_ablation,0,green,1,0.17911256849765778,0.21077506244182587,0.03166249394416809,0.9433770465255507,0.1014547348022461,0,yellow
30,random_ablation_0,0,green,1,0.17561079561710358,0.20182251930236816,0.026211723685264587,0.9188367289182161,0.14542506635189056,0,yellow
